index,country,iso3Code,year,clean fuels for cooking (% of population),Access to electricity (% of population),Agricultural land (% ),Armed forces (% labor force),precipitation (mm per year),"Birth rate, crude (per 1,000 people)","Central government debt, total (% of GDP)",Consumer price index (2010 = 100),Control of Corruption: Estimate,Cost of business start-up (% of GNI per capita),Current account balance (% of GDP),Current health expenditure (% of GDP),"Death rate, crude (per 1,000 people)","Debt service (PPG and IMF only, % of exports of goods, services and primary income)",doing business score,"Fertility rate, total (births per woman)",% Firms using banks,GDP growth (annual %),GDP per capita (constant 2015 US$),"GDP per capita, PPP (constant 2021 international $)",GNI per capita (2015 US$),government  consumption exp (% of GDP),"Government expenditure on education, total (% of GDP)",Human Capital Index,"Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)",Level of water stress,"Life expectancy at birth, total (years)",Military expenditure (% of GDP),Population density,Population growth (annual %),% of total population below 5 meters,Population living in slums (% of urban population),"Population, total",Poverty $2.15 a day (% of population),Poverty $3.65 a day (% of population),Poverty $6.85 a day (% of population),%  Poverty headcount ratio ,Time to start a business (days),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Total debt service (% of GNI),"Total debt service (% of exports of goods, services and primary income)",Unemployment advanced education,Unemployment basic education ,Unemployment intermediate education,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Corruption index 2023,Global_Peace_Index_2023,immigration_100k
10,Albania,ALB,2016,78.3,99.9,43.12773723,0.633524161,1485,11.289,80.73558197,112.8179589,-0.472373724,12.5,-7.590825999,6.7293272,8.035,7.237128919,64.16093,1.551,0,3.314980684,4090.372728,13566.90583,4155.53625,11.26931522,3.962090015,0,21.14196535,1.275431684,6.5625,78.86,1.103581009,104.9671898,-0.159880412,9.15110168,7.8,2876101,0.1,4.7,25.5,23.7,5,5.13,4.919757048,15.2352425,17.054,12.916,17.652,15.418,37,1.809,17.732339719641278
11,Albania,ALB,2017,79.6,99.9,42.8569708,0.66019577,1485,10.87,75.88872782,115.0592696,-0.48138684,12,-7.544228752,6.57848787,8.15,6.824312664,66.8377,1.491,0,3.80259872,4249.820049,14095.75905,4261.240098,11.49839762,3.611720085,0.621,20.35840836,1.986661332,6.556490385,79.047,1.109151006,104.8706934,-0.091972294,9.15110168,7.8,2873457,0.4,3.6,25.5,23.4,5,5.13,3.93157258,11.14287544,13.694,12.24,15.294,13.616,37,1.809,22.620836156587693
12,Albania,ALB,2018,80.7,100,42.84967153,0.645800146,1485,10.517,63.63376249,117.3927402,-0.546018898,11.3,-6.60766414,6.66844559,8.308,13.13420815,66.99561,1.44,0,4.019345617,4431.555595,14698.53762,4427.889435,11.86661288,3.152944803,0.628666282,23.75358622,2.028059631,5.757211539,79.184,1.160544785,104.6122628,-0.246732042,9.15110168,5.3,2866376,0,2.7,18.2,23,4.5,5.11,7.063040408,20.67611249,14.014,9.907,14.232,12.304,37,1.809,22.502281626695172
13,Albania,ALB,2019,82,100,42.84671533,0.565041584,1485,10.343,74.80828293,119.0492584,-0.564274073,10.8,-7.820646808,6.86214113,8.48,7.329408009,67.74847,1.414,21.5,2.06256754,4542.268663,15065.74957,4486.70258,12.67599655,3.916239977,0.628666282,22.96553064,1.41109079,6.796875,79.282,1.280805962,104.1675547,-0.426007367,9.15110168,5.3,2854191,0,1.2,14.9,21.8,4.5,5.11,3.990778511,11.60002195,12.296,8.687,14.259,11.466,37,1.809,21.72244254151176
14,Albania,ALB,2020,83.1,100,42.53850365,0.591541402,1485,10.285,83.45420239,120.9789119,-0.57353878,10.8,-8.625047167,7.51920271,10.785,17.70181813,67.74847,1.4,21.5,-3.313716147,4417.041051,14650.39593,4348.527601,13.66733046,3.342299938,0.634250939,23.46871642,1.620886617,4.723557692,76.989,1.295835703,103.5711314,-0.574206959,9.15110168,2.8,2837849,0,1.5,13.7,22,4.5,4.47,7.629830143,29.73277371,12.54,9.346,13.559,11.69,37,1.809,10.042817641107755
15,Albania,ALB,2021,83.6,100,41.47189781,0.591541402,1485,10.24,81.92013319,123.448662,-0.577179968,10.8,-7.595907592,7.26731825,11.325,8.947119436,67.74847,1.39,21.5,8.969553392,4858.052015,16113.13652,4794.397257,12.83522445,3.022559881,0.634250939,22.43411512,2.041471631,4.783653846,76.463,1.242988084,102.6155474,-0.926918062,9.15110168,2.8,2811666,0,1.5,13.7,22,4.5,4.47,4.983186843,14.57195681,10.379,10.109,13.279,11.474,37,1.809,19.561356149699144
16,Albania,ALB,2022,84.6,100,41.44525547,0.591541402,1485,10.116,81.92013319,131.7508348,-0.408189446,10.8,-5.872436401,7.26731825,11.194,6.022717364,67.74847,1.376,21.5,4.826688314,5154.827498,17097.47836,5068.146066,12.04117257,2.744329929,0.634250939,23.02505758,6.725202715,4.783653846,76.833,1.210983436,101.3755109,-1.21579032,9.15110168,2.8,2777689,0,1.5,13.7,22,4.5,4.47,3.776388117,9.18537798,10.228,9.437,12.355,10.137,37,1.809,18.900604063305863
17,Albania,ALB,2023,84.6,100,41.44525547,0.591541402,1485,10.116,81.92013319,138.0218639,-0.332218528,10.8,-1.196321748,7.26731825,11.194,5.952746528,67.74847,1.376,21.5,3.936625257,5419.637791,17975.79839,5352.290493,12.04646979,2.744329929,0.634250939,23.0184725,4.759764219,4.783653846,76.833,1.743991677,101.3755109,-1.148417638,9.15110168,2.8,2745972,0,1.5,13.7,22,4.5,4.47,3.651063662,8.477367103,8.947,9.694,12.824,10.108,37,1.809,23.853120133781406
18,Algeria,DZA,2015,99.6,99.4,17.40592281,2.631146084,89,25.405,0,126.7366464,-0.639462769,10.9,-14.42054464,6.96321011,4.437,0.47075575,44.2486,3.041,0,3.2,4685.059027,15239.51715,4588.995467,20.52446564,6.17633009,0,32.75650093,4.784447007,125.9884621,75.622,6.270242856,16.80263681,2.056247957,1.245668104,0,40019529,0,0,0,0,18,0.58,0.376339888,1.723437364,0,0,0,11.206,36,2.11,7.071547493724877
19,Algeria,DZA,2016,99.6,99.4,17.36553219,2.602183701,89,25.166,0,134.8448702,-0.673700511,11.1,-14.49628776,6.58904791,4.472,0.47564693,46.10981,3.051,0,3.9,4768.731401,15511.68588,4748.948829,20.02184261,6.502108574,0,32.20516405,6.397694803,129.8719572,75.732,6.384928983,17.15162186,2.055691112,1.245668104,21.07581,40850721,0,0,0,0,18,0.6,0.198588642,1.014038027,0,0,0,10.202,36,2.11,6.890943246754445
20,Algeria,DZA,2017,99.7,99.5,17.35501081,2.565225096,89,24.755,0,142.3842032,-0.598896265,12.5,-11.62176837,6.53307724,4.542,0.418484554,46.22686,3.05,0,1.5,4742.900755,15427.66419,4695.089537,18.8290422,5.734823704,0.523,33.47669495,5.59111591,137.9203602,75.743,5.924383327,17.503708,2.032000608,1.245668104,21.07581,41689299,0,0,0,0,18,0.61,0.127681235,0.599990208,17.75,10.93,11.26,12,36,2.11,6.32056682
21,Algeria,DZA,2018,99.7,99.6,17.35656799,2.533090796,89,24.074,0,148.4639947,-0.658903956,11.8,-8.689412962,6.38729763,4.482,0.32738351,48.49803,3.023,0,1.4,4717.003589,15343.42612,4613.651669,17.40371176,5.812751293,0.531993926,35.34325861,4.269990205,137.9203602,76.066,5.483588701,17.84620368,1.937806233,1.245668104,17.17042,42505035,0,0,0,0,18,0.61,0.114063818,0.476882299,17.75,10.93,11.26,12.137,36,2.11,7.5873364179090785
22,Algeria,DZA,2019,99.7,99.5,17.34700415,2.502562363,89,23.298,0,151.3616678,-0.656169534,11.3,-8.763735988,5.86751413,4.392,0.33332059,48.59758,2.988,0,0.9,4672.664087,15199.199,4577.628104,18.26102608,5.575365543,0.531993926,33.57432118,1.951768211,137.9203602,76.474,5.999941464,18.17768851,1.840412914,1.245668104,17.17042,43294546,0,0,0,0,18,0.61,0.102721141,0.491759309,17.75,10.93,11.26,12.259,36,2.11,8.557659895544349
23,Algeria,DZA,2020,99.7,99.7,17.33517246,2.706086545,89,22.431,0,155.0172502,-0.666826963,11.3,-11.03090954,6.14268684,5.398,0.406107212,48.59758,2.942,0,-5,4363.685338,14194.15575,4297.132426,19.80315972,6.193917274,0.534556448,30.02358038,2.415130941,137.9203602,74.453,6.65871083,18.49155345,1.711912165,1.245668104,13.26502,44042091,0,0,0,0,18,0.54,0.107951543,0.679785383,17.75,10.93,11.26,14.057,36,2.11,6.175910221882971
24,Algeria,DZA,2021,99.7,99.8,17.33061529,2.706086545,89,21.524,0,166.2188945,-0.635961413,11.3,-2.421535246,5.5283432,4.546,0.292904427,48.59758,2.889,0,3.8,4456.746876,14496.86547,4368.218473,18.42862894,5.514032841,0.534556448,36.32148125,7.226063074,137.9203602,76.377,5.570828785,18.79343682,1.619364602,1.245668104,13.26502,44761099,0,0,0,0,18,0.54,0.105262563,0.451811806,17.75,10.93,11.26,13.63,36,2.11,6.869804515
25,Algeria,DZA,2022,99.7,100,17.34450597,2.706086545,89,20.572,0,181.619932,-0.638041079,11.3,8.61928488,5.5283432,4.329,0.255629394,48.59758,2.829,0,3.6,4544.466881,14782.2003,4419.867564,16.53590891,4.749246597,0.534556448,43.04805748,9.265515516,137.9203602,77.129,4.695022193,19.09417901,1.587582107,1.245668104,13.26502,45477389,0,0,0,0,18,0.54,0.135872577,0.426448876,17.75,10.93,11.26,12.346,36,2.11,13.578176178935866
26,Algeria,DZA,2023,99.7,100,17.34450597,2.706086545,89,20.572,0,198.5508576,-0.589308321,11.3,2.19023557,5.5283432,4.329,0.443858465,48.59758,2.829,0,4.1,4660.405457,15159.32424,4590.009927,17.92794658,5.610157013,0.534556448,37.75704953,9.322173759,137.9203602,77.129,8.171720557,19.09417901,1.498976012,1.245668104,13.26502,46164219,0,0,0,0,18,0.54,0.191619542,0.764096151,17.75,10.93,11.26,11.701,36,2.11,11.372444100050734
27,American Samoa,ASM,2015,0,0,13.6,0,0,0,0,0,1.151729107,0,0,0,0,0,0,0,0,3.149606299,12727.41027,0,0,0,0,0,0,0,0,0,0,264.39,-1.105856451,4.627372567,0,52878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,American Samoa,ASM,2016,0,0,13.75,0,0,0,0,0,1.15941143,0,0,0,0,0,0,0,0,-1.679389313,12665.28299,0,0,0,0,0,0,0,0,0,0,261.225,-1.204318086,4.627372567,0,52245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,American Samoa,ASM,2018,0,0,14.05,0,0,16.6,0,0,1.780649662,0,0,0,5.1,0,0,0,0,2.671118531,12412.60241,0,0,0,0,0,0,0,0,0,0,254.54,-1.323023571,4.627372567,0,50908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,American Samoa,ASM,2019,0,0,14.2,0,0,16.6,0,0,1.780229092,0,0,0,5.1,0,0,0,0,-0.487804878,12524.01603,0,0,0,0,0,0,0,0,0,0,251.045,-1.382578863,4.627372567,0,50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,American Samoa,ASM,2020,0,0,14.35,0,0,12.7,0,0,1.265453935,0,0,0,5.6,0,0,0,0,4.411764706,13194.27474,0,0,0,0,0,0,0,0,0,0,248.805,-0.89627488,4.627372567,0,49761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,American Samoa,ASM,2021,0,0,14.5,0,0,12.7,0,0,1.279687047,0,0,0,5.6,0,0,0,0,-0.782472613,13233.57848,0,0,0,0,0,0,0,0,0,0,246.125,-1.082992017,4.627372567,0,49225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,American Samoa,ASM,2023,0,0,14.5,0,0,13.8,0,0,1.251356125,0,0,0,7.8,0,0,0,0,1.735015773,13709.09749,0,0,0,0,0,0,0,0,0,0,241.71,-1.712902942,4.627372567,0,47521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Andorra,AND,2015,100,100,40.0212766,0,0,0,0,0,1.151729107,0,0,6.91586447,0,0,0,0,0,1.434140395,38654.93472,62105.15424,0,0,3.28034997,0,9.981268716,0,0,0,0,153.5617021,-2.142483826,0,0,72174,0,0,0,0,0,10.76,0,0,0,0,0,0,0,0,0
35,Andorra,AND,2018,100,100,40.07234043,0,0,7.2,0,0,1.178940058,0,0,7.37541723,4.4,0,0,0,0,1.58876549,39242.1449,63048.59856,0,0,3.246720076,0,11.07633372,0,0,0,0,159.9191489,1.878853322,0,0,75162,0,0,0,0,0,11.05,0,0,0,0,0,0,0,0,0
36,Andorra,AND,2019,100,100,40.00021277,0,0,7,0,0,1.176189423,0,18.01047048,7.323246,3.9,0,0,0,0,2.015547638,39346.27503,63215.89979,0,0,3.15060997,0,11.69981763,0,0,0,0,162.7106383,1.730502969,0,0,76474,0,0,0,0,0,11.05,0,0,0,0,0,0,0,0,0
37,Andorra,AND,2021,100,100,39.90680851,0,0,7,0,0,1.279687047,0,14.05969484,8.33449364,3.9,0,0,0,0,8.28677879,36929.01915,59332.20291,0,0,2.583972216,0,12.36263639,0,0,0,0,166.7319149,1.263628895,0,0,78364,0,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0
38,Andorra,AND,2023,100,100,39.90680851,0,0,6.2,0,0,1.251356125,0,17.25127103,8.33449364,4.6,0,0,0,0,2.58355481,40227.23353,64631.29639,0,0,1.92790997,0,12.42822618,0,0,0,0,169.5851064,1.433747569,0,0,80856,0,0,0,0,0,9.68,0,0,0,0,0,0,0,0,0
39,Angola,AGO,2015,47.3,42,36.72816235,0.996586478,1010,42.02,0,159.7057105,-1.427726507,17,-11.35165551,2.60579467,8.826,19.8323067,37.57368,5.774,0,0.943571561,3213.902611,9980.929882,3050.500773,16.43283283,3.099999905,0,41.93309219,9.355972155,1.871883289,60.655,3.105426293,22.58586508,3.605071622,1.533052141,0,28157798,0,0,0,0,36,7.76,9.984958464,24.78530192,0,0,0,16.49,33,2.043,0.053271211051375535
40,Angola,AGO,2016,47.8,41.8,36.75623646,0.965369076,1010,41.377,0,208.7264442,-1.483990431,20.7,-5.84742399,2.71314979,8.555,33.01813734,37.65132,5.686,0,-2.580049644,3020.983328,9381.809726,2860.174358,13.88068508,2.754936695,0,42.64356787,30.69441508,1.871883289,61.092,2.733334945,23.40825379,3.57644144,1.533052141,56.44953,29183070,0,0,0,0,36,7.01,21.80576668,38.07564376,0,0,0,16.575,33,2.043,0.051399664
41,Angola,AGO,2017,48.3,42.9,36.71452635,0.934818165,1010,40.81,0,271.0197659,-1.445171714,17.4,-0.858821844,2.79383755,8.242,22.73209935,39.00774,5.6,0,-0.147212941,2911.600842,9042.117129,2723.788659,12.93581932,2.466878891,0.361,42.16795377,29.8444799,1.871883289,61.68,2.507982806,24.25189621,3.540612215,1.533052141,56.44953,30234839,0,0,0,0,36,6.67,13.17673097,25.42922376,0,0,0,16.61,33,2.043,0.08268607
42,Angola,AGO,2018,48.6,45.3,36.7305687,0.905714571,1010,40.236,0,324.2180676,-1.199483871,13.9,9.317233974,2.58879566,7.99,22.09856212,41.20205,5.519,0,-1.316361689,2775.746423,8620.214664,2539.344999,10.47454356,2.183512926,0.360190958,47.93154185,19.62893797,1.871883289,62.144,1.95578681,25.10399856,3.453233009,1.533052141,62.58105,31297155,31.1,52.9,78,32.3,36,6.17,16.28420416,28.53539749,0,0,0,16.594,33,2.043,0.063903572
43,Angola,AGO,2019,49,45.6,36.7987487,0.877633971,1010,39.725,0,379.5976071,-1.05461812,11.1,7.246181247,2.47517991,7.811,28.01481376,41.28838,5.442,0,-0.702272958,2664.43851,8274.542562,2367.065028,8.598856284,2.073064327,0.360190958,49.76092161,17.08095414,1.871883289,62.448,1.739072339,25.96906393,3.387884222,1.533052141,62.58105,32375632,31.1,52.9,78,32.3,36,6.17,16.64136901,29.91606227,18.604,15.03,30.351,16.497,33,2.043,0.15443713963637837
44,Angola,AGO,2020,49.7,47,36.81078046,0.851290097,1010,39.271,0,464.1398371,-0.935061216,11.1,1.797710856,3.22070646,7.821,32.4430869,41.28838,5.371,0,-5.638214717,2433.376373,7556.967928,2206.731833,8.64793565,2.667447329,0.36240539,45.67824234,22.27153925,1.871883289,62.261,1.736993958,26.8317414,3.267958649,1.533052141,62.6,33451132,31.1,52.9,78,32.3,36,4.13,17.69491704,36.2643592,18.604,15.03,30.351,16.69,33,2.043,0.044841531820208655
45,Angola,AGO,2021,49.8,48.2,36.81479105,0.851290097,1010,38.809,0,583.6757794,-0.649475813,11.1,12.62978006,2.96010613,8.009,26.39864025,41.28838,5.304,0,1.199210521,2385.448818,7408.126591,2151.743608,7.683454676,2.297108889,0.36240539,47.52440955,25.75429488,1.871883289,61.643,1.300999928,27.69906874,3.1813226,1.533052141,62.6,34532429,31.1,52.9,78,32.3,36,4.13,16.30436855,29.25091724,17.111,12.263,29.437,15.799,33,2.043,0.41989516578749786
46,Angola,AGO,2022,50,48.5,36.81479105,0.851290097,1010,38.2,0,708.3214356,-0.612375736,11.1,11.26715328,2.96010613,7.863,17.46726862,41.28838,5.209,0,3.044726524,2382.02264,7397.486427,2160.314444,8.096265874,2.332125902,0.36240539,45.1800529,21.35529013,1.871883289,61.929,1.316819532,28.5834836,3.14302612,1.533052141,62.6,35635029,31.1,52.9,78,32.3,36,4.13,15.85770279,30.38001976,17.111,12.263,29.437,14.602,33,2.043,0.6454323356941846
47,Angola,AGO,2023,50,48.5,36.81479105,0.851290097,1010,38.2,0,804.9655331,-0.609920204,11.1,4.933699785,2.96010613,7.863,29.55953858,41.28838,5.209,0,1.00128936,2332.886913,7244.893053,2097.153976,5.174861952,2.332125902,0.36240539,45.26291872,13.64410178,1.871883289,61.929,1.33252916,28.5834836,3.080655307,1.533052141,62.6,36749906,31.1,52.9,78,32.3,36,4.13,16.3456132,33.41822051,17.111,12.263,29.437,14.537,33,2.043,0.6258519409546245
48,Antigua and Barbuda,ATG,2015,100,100,20.45454545,0,1030,12.591,0,110.3197357,0.64260906,9.4,2.033553752,5.27965546,5.649,0,59.23927,1.567,0,1.445155299,16080.65805,25748.62444,15135.14879,0,2.144195795,0,15.92502718,0.968993459,8.461538462,77.913,0,203.2022727,0.722892009,12.19177571,0,89409,0,0,0,0,22,7.39,0,0,0,0,0,0,0,0,39.145947276001294
49,Antigua and Barbuda,ATG,2016,100,100,20.45454545,0,1030,11.659,0,109.7797892,0.645367682,9.3,-2.38746823,5.12190151,5.662,0,58.80632,1.458,0,4.099765539,16635.73189,26637.41816,15135.14879,0,2.251774788,0,17.7630483,-0.489437796,8.461538462,78.152,0,204.475,0.62438183,12.19177571,0,89969,0,0,0,0,22,7.73,0,0,0,0,0,0,0,0,27.787348975758317
50,Antigua and Barbuda,ATG,2017,100,100,20.45454545,0,1030,11.789,0,112.4501693,0.197911337,9.1,-7.715473912,4.87493944,5.746,0,59.79669,1.485,0,2.463333366,16951.50635,27143.04163,15135.14879,0,2.365928173,0,18.84903885,2.43248789,8.461538462,78.268,0,205.6090909,0.553103047,12.19177571,0,90468,0,0,0,0,22,8.26,0,0,0,0,0,0,0,0,71.84860945306627
51,Antigua and Barbuda,ATG,2018,100,100,20.45454545,0,1030,10.816,0,113.8076204,0.236501798,8.7,-13.99376605,4.84869289,5.787,0,59.85514,1.371,0,6.953186092,18038.85329,28884.12013,15135.14879,0,2.349487543,0.57821697,20.6520988,1.207157934,8.461538462,78.511,0,206.65,0.504979187,12.19177571,0,90926,0,0,0,0,22,8.51,0,0,3.359,10.52,10.278,0,0,0,76.98568066339661
52,Antigua and Barbuda,ATG,2019,100,100,20.45454545,0,1030,11.485,0,115.4366126,0.239614844,8,-6.509417822,4.37567186,5.865,0,60.28342,1.468,0,3.10044515,18508.97837,29636.89244,15135.14879,0,2.303077459,0.57821697,21.09392609,1.431355982,8.461538462,78.691,0,207.6454545,0.48055389,12.19177571,0,91364,0,0,0,0,19,8.51,0,0,3.359,10.52,10.278,0,0,0,125.8701457904645
53,Antigua and Barbuda,ATG,2020,100,100,20.45454545,0,1030,12.16,0,116.1592339,0.239038527,8,-15.88031848,5.92146206,5.961,0,60.28342,1.569,0,-18.8803992,14935.61502,23915.16198,15135.14879,0,2.993403196,0.5957039,21.13358623,0.625989707,8.461538462,78.841,0,208.7409091,0.526173366,12.19177571,0,91846,0,0,0,0,19,6.66,0,0,3.359,10.52,10.278,0,0,0,16.331685647714654
54,Antigua and Barbuda,ATG,2021,100,100,20.45454545,0,1030,12.115,0,118.5555947,0.231868863,8,-17.95640734,5.85133028,6.365,0,60.28342,1.58,0,8.191718462,16071.08432,25733.29483,15135.14879,0,2.574648857,0.5957039,20.4929123,2.062996385,8.461538462,78.497,0,209.8840909,0.546161677,12.19177571,0,92349,0,0,0,0,19,6.66,0,0,3.359,10.52,10.278,0,0,0,129.94185102166782
55,Antigua and Barbuda,ATG,2022,100,100,20.45454545,0,1030,11.984,0,127.4841094,0.310727566,8,-15.8559417,5.85133028,6.094,0,60.28342,1.58,0,9.516395644,17507.38922,28033.13078,15135.14879,0,3.64774847,0.5957039,19.47359445,7.531078346,8.461538462,79.236,0,211,0.530270319,12.19177571,0,92840,0,0,0,0,19,6.66,0,0,3.359,10.52,10.278,0,0,0,107.71219302024988
56,Antigua and Barbuda,ATG,2023,100,100,20.45454545,0,1030,11.984,0,133.943906,0.326792687,8,-12.89162094,5.85133028,6.094,0,60.28342,1.58,0,3.862012187,18090.77352,28967.25568,15135.14879,0,3.64774847,0.5957039,19.43515875,5.067138654,8.461538462,79.236,0,211,0.511400156,12.19177571,0,93316,0,0,0,0,19,6.66,0,0,3.359,10.52,10.278,0,0,0,117.87903467786875
